Fecha,T_Media_General,T_Media_Cerro_Prieto,T_Media_El_Cuchillo,T_Media_La_Boca,T.Max_General,T_Max_Cerro_Prieto,T_Max_El_Cuchillo,T_Max_La_Boca,T.Min_General,T_Min_Cerro_Prieto,T_Min_El_Cuchillo,T_Min_La_Boca,V_Media_Viento,Rachas_Max,Presion_Media,Precip_General,Precip_Cerro_Prieto,Precip_El_Cuchillo,Precip_La_Boca,Evap_Cerro_Prieto,Evap_El_Cuchillo,Ciclon_Is,Ciclon_VS,Ciclon_R,Niveles_P,Niveles_NP,Consumo_Clientes_industriales_AMM,Consumo_Clientes_industriales_MNM,Consumo_clientes_industriales_fact,Poblacion,PIB
01/09/2016,NaN,2581667,2716667,25275,NaN,3116667,3398333,3086667,NaN,2046667,20.35,1968333,NaN,NaN,NaN,75.7,3057143,8530684,43528,5393333,6746667,1,90,127.86,35953632,50087,NaN,NaN,NaN,4965888.73,17818757
01/10/2016,24,2377419,2495968,2291935,32,2951613,3220968,2917742,12,1803226,1770968,1666129,43564,NaN,1019,32.2,496774,758396,448387,4819355,5922581,1,237.5,287.5,35572608,86026,NaN,NaN,NaN,4969744.28,18009543
01/11/2016,20,2149167,2205833,2055833,34,2718333,43584,2713333,6,43692,1471667,1398333,43626,42.6,1020.5,50,273333,260684,333333,4166667,4353333,1,175,215,33618240,122155,NaN,NaN,NaN,4973599.84,18009543
01/12/2016,16,2020968,2000806,1933871,35,2583871,2643548,2548387,1,1458065,1358065,1319355,43475,55.6,1020.4,43723,958526,226469,2858065,3512903,393871,0,0,0,32503680,122357,NaN,NaN,NaN,4977455.39,18009543
01/01/2017,17,2115323,2008144,1994355,36,2743548,2697886,2774194,0,1487097,1318401,1214516,43508,63,1018.6,43506,71659,525806,587097,4635484,5124379,0,0,0,33421248,37938,476717,17700,25213361,4981310.95,18117449
01/02/2017,22,2391071,2276695,2255357,37,3096429,3094088,3116071,8,1685714,1459301,1394643,43628,46.3,1016.1,43562,86225,114286,475,5946429,6705563,0,0,0,32395507,37994,496269,17892,26425176,4985166.51,18117449
01/03/2017,22,2441129,2425978,2355645,32,3048387,3122265,3077419,13,1833871,1729691,1633871,43567,59.3,1018.6,50.6,2513364,1590985,2809677,6293548,6721153,0,0,0,31471373,38708,495910,15891,26589429,4989022.06,18117449
01/04/2017,25,43640,2515082,2439167,40,43676,3202816,3101667,11,43603,1827348,1776667,43691,57.4,1013.1,45,830953,1016667,2036667,5.82,6978525,1,85,110,33918912,67262,534322,17749,29228112,4992877.62,18192958
01/05/2017,26,2610484,2692015,2626613,37,3201613,3359176,3253226,14,2019355,2024853,20,43569,40.7,1012.5,60.7,2975577,273292,4522581,6167742,7127605,0,0,0,33580915,101938,552657,21335,30783710.8,4996733.18,18192958
01/06/2017,30,2723333,2304778,27725,41,3328333,2959728,3533333,19,2118333,1649828,2011667,43630,NaN,1012.8,45.6,1627619,4965517,1093333,7493333,681599,1,85,102.5,37799136,50297,576089,21780,32455161,5000588.73,18192958
01/07/2017,29,2698387,2311485,2739516,37,3269355,2978826,3459677,20,2127419,1644144,2019355,43481,63,1016.8,31,935945,1387097,1932258,7193548,6851042,1,65,90,35288870,54892,600353,25025,33920418,5004444.29,18109902
01/08/2017,30,2731452,2311993,2742742,39,3351613,2962929,3456452,20,211129,1661058,2029032,43720,57.4,1015.5,40.6,268664,293675,1354839,7396774,6590767,1,132,195,36389606,59736,597463,26972,33843294,5008299.84,18109902
